,0
gene_id,Rv1553
name,frdB
operon,Op994
gene_product,fumarate reductase iron-sulfur subunit
COG,Energy production and conversion
regulator,"Rv0081,Rv0678,csoR,Rv1353c,Rv1816,Rv2250c,devR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1553"">External Database</a>"
